DE 1303    S2R8    1   pos:   137.5761    217.2098     -3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1304    S2R9    1   pos:   137.5761    288.3156      3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1305    S2L9    1   pos:  -137.5761    289.6131     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1306    S2L8    1   pos:  -137.5761    216.2367      3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1307    S2L7    1   pos:  -137.5761    144.8065     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1308    S2L6    1   pos:  -137.5761     72.0789      3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1309    S2L5    1   pos:  -164.6664      0.0000     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1310    S2L4    1   pos:  -137.5761    -72.0789      3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1311    S2L3    1   pos:  -137.5761   -144.8065     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1312    S2L2    1   pos:  -137.5761   -216.2367      3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1313    S2L1    1   pos:  -137.5761   -289.6131     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1314    S2R1    1   pos:   137.5761   -288.3156      3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1315    S2R2    1   pos:   137.5761   -217.2098     -3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1316    S2R3    1   pos:   137.5761   -144.1578      3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1317    S2R4    1   pos:   137.5761    -72.4033     -3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  

DE 1400    S3R5    1   pos:   166.3096      0.0000      3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1401    S3R6    1   pos:   138.9490     73.1258     -3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1402    S3R7    1   pos:   138.9490    145.5964      3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1403    S3R8    1   pos:   138.9490    219.3774     -3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1404    S3R9    1   pos:   138.9490    291.1928      3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1405    S3L9    1   pos:  -138.9490    292.5033     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1406    S3L8    1   pos:  -138.9490    218.3946      3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1407    S3L7    1   pos:  -138.9490    146.2516     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1408    S3L6    1   pos:  -138.9490     72.7982      3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1409    S3L5    1   pos:  -166.3096      0.0000     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1410    S3L4    1   pos:  -138.9490    -72.7982      3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1411    S3L3    1   pos:  -138.9490   -146.2516     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1412    S3L2    1   pos:  -138.9490   -218.3946      3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1413    S3L1    1   pos:  -138.9490   -292.5033     -3.6000   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE 1414    S3R1    1   pos:   138.9490   -291.1928      3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1415    S3R2    1   pos:   138.9490   -219.3774     -3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1416    S3R3    1   pos:   138.9490   -145.5964      3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE 1417    S3R4    1   pos:   138.9490    -73.1258     -3.6000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  

